Time (s),Peak frequency (Hz),Spectral centroid (Hz),Spectral bandwidth (Hz)
0.32000000004305706,1.5624999997897604,4.712655854628028,79.27355224097576
0.6400000000861141,1.5624999997897604,4.499096462108381,78.67076381653456
0.9600000001291712,1.5624999997897604,2.527766938045256,45.479218484784525
1.2800000001722283,1.5624999997897604,3.4585354910574773,61.11125924839517
1.6000000002152854,3.124999999579521,9.018542624535735,123.81286202051979
1.9200000002583424,1.5624999997897604,7.182428482331127,117.31596073102541
2.2400000003013996,3.124999999579521,27.476206306540416,260.70315229488966
2.5600000003444565,1.5624999997897604,4.429285175962407,86.64973279200512
2.8800000003875135,1.5624999997897604,11.151108641066031,146.7263797371055
3.200000000430571,1.5624999997897604,2.175667296475758,35.65823513251126
3.520000000473628,1.5624999997897604,3.4642939196614755,61.66466884157194
3.8400000005166848,1.5624999997897604,7.31561530855148,108.41924573145593
4.160000000559742,1.5624999997897604,14.903995995069652,156.7551981678987
4.480000000602799,1.5624999997897604,2.2141360332451536,29.67498681039437
4.800000000645856,1.5624999997897604,4.513829212568766,76.35348386229461
5.120000000688913,1.5624999997897604,2.7728905592662385,46.45099203803804
5.44000000073197,1.5624999997897604,4.177031009830472,60.772123433489185
5.760000000775027,1.5624999997897604,2.823313462049108,45.68032326860499
6.080000000818084,1.5624999997897604,4.666159024744716,79.85958463862985
6.400000000861142,1.5624999997897604,6.020291905129998,95.94427771483964
6.720000000904198,3.124999999579521,31.815754010672684,257.5174106613144
7.040000000947256,1.5624999997897604,28.056515602533057,240.56677935514713
7.360000000990313,3.124999999579521,73.50661877425227,403.88776841830924
7.6800000010333695,1.5624999997897604,14.369466001698495,172.54929031672444
8.000000001076426,3.124999999579521,13.262457596583015,159.85329075249652
8.320000001119483,1.5624999997897604,20.450397922871932,202.512745379136
8.64000000116254,1.5624999997897604,11.160922898362971,142.37027865524567
8.960000001205598,1.5624999997897604,6.433686453952716,95.5625810423539
9.280000001248656,1.5624999997897604,16.385154083287354,170.62080596160268
9.600000001291711,1.5624999997897604,4.097551105146858,73.1942254403305
9.920000001334769,3.124999999579521,14.459994756142303,160.75381178264033
10.240000001377826,1.5624999997897604,11.360670398952935,144.84121942848608
10.560000001420883,1.5624999997897604,8.03149132121989,116.2035100897539
10.88000000146394,1.5624999997897604,4.172500417039467,73.25565323257378
11.200000001506998,1.5624999997897604,12.405609999205963,146.89729732450832
11.520000001550054,1.5624999997897604,4.064168789982803,74.57878080193247
11.840000001593111,1.5624999997897604,3.218107379533036,38.89737846856674
12.160000001636169,1.5624999997897604,1.6385570883472635,4.964133299513495
12.480000001679226,1.5624999997897604,1.7720597036358776,7.741561758638121
12.800000001722283,1.5624999997897604,2.1016221586592376,10.929418391382184
13.120000001765339,3.124999999579521,22.24380402763553,212.28125099118853
13.440000001808396,1.5624999997897604,2.4726243374255006,37.453194121698026
13.760000001851454,1.5624999997897604,3.079255949169121,50.93661099392942
14.080000001894511,1.5624999997897604,5.7037082408054,89.90394898126496
14.400000001937569,1.5624999997897604,3.5474469654267144,62.19325721562655
14.720000001980626,1.5624999997897604,43.57774378471045,307.2679477579817
15.040000002023682,1.5624999997897604,2.9707066257986625,49.46214925742572
15.360000002066739,1.5624999997897604,5.7242891804873866,88.50343532143083
15.680000002109796,1.5624999997897604,3.608485243032584,62.15126575386946
16.000000002152852,1.5624999997897604,6.689287298919903,96.44732755824602
16.32000000219591,1.5624999997897604,40.13193845696307,295.50740658639194
16.640000002238967,1.5624999997897604,5.198766900064287,85.96346637213948
16.960000002282026,1.5624999997897604,4.212986720958995,72.02480323312422
17.28000000232508,1.5624999997897604,1.8840666200973792,16.87768296123278
17.600000002368137,1.5624999997897604,2.5822629240836776,34.441742028955844
17.920000002411197,1.5624999997897604,2.82148009683955,41.19337171264237
18.240000002454252,1.5624999997897604,2.564422292276436,45.54839027191172
18.56000000249731,1.5624999997897604,8.672776247836886,125.88096487089474
18.880000002540367,1.5624999997897604,2.218693630812304,32.21590500586075
19.200000002583423,1.5624999997897604,6.202408046343438,92.81958355026987
19.52000000262648,1.5624999997897604,29.207922411616817,243.01206531261067
19.840000002669537,1.5624999997897604,11.793681670473159,142.5588522373222
20.160000002712597,1.5624999997897604,9.906866284431613,128.84489207593097
20.480000002755652,1.5624999997897604,8.415899435772632,119.42969792010128
20.80000000279871,1.5624999997897604,3.9744880258304125,70.81526668600141
21.120000002841767,1.5624999997897604,11.565522105129876,151.51018382164418
21.440000002884823,1.5624999997897604,33.208842961051765,269.04729831722676
21.76000000292788,1.5624999997897604,41.18571666581728,298.28370559255353
22.080000002970937,1.5624999997897604,4.309223487733687,77.34756147970278
22.400000003013997,1.5624999997897604,9.472948808839035,132.431300367
22.720000003057052,1.5624999997897604,9.876245629056442,132.9035151485689
23.040000003100108,1.5624999997897604,3.702936499109472,65.02320626908933
23.360000003143167,1.5624999997897604,2.3127339645962306,31.729908547696567
23.680000003186223,1.5624999997897604,2.7340174710366782,39.84693450177457
24.00000000322928,1.5624999997897604,1.9016833219344553,15.908104492710647
24.320000003272337,1.5624999997897604,3.241358987097822,47.869306237474284
24.640000003315393,1.5624999997897604,13.393158836162907,155.08092611734423
24.960000003358452,1.5624999997897604,3.5917431827798825,53.55474162221123
25.280000003401508,1.5624999997897604,1.7670224335309745,14.077006497179925
25.600000003444567,1.5624999997897604,3.140640833161566,53.772536408193076
25.920000003487623,1.5624999997897604,2.1415161495371704,31.55754778232691
26.240000003530678,1.5624999997897604,7.668303026284184,110.87610565697494
26.560000003573737,1.5624999997897604,12.93568906893173,158.99422981704313
26.880000003616793,1.5624999997897604,5.197716562121981,89.45324655004265
27.200000003659852,1.5624999997897604,35.99276795498977,284.0532734995094
27.520000003702908,1.5624999997897604,9.996950544027559,137.9021787290432
27.840000003745963,3.124999999579521,11.084234507708842,137.8031508578369
28.160000003789023,1.5624999997897604,15.27323264156507,174.00927569602874
28.480000003832078,1.5624999997897604,39.3987216958763,296.7289754239779
28.800000003875137,1.5624999997897604,10.351669382618146,142.1458191760654
29.120000003918193,1.5624999997897604,28.323055130168903,246.41200080033613
29.440000003961252,3.124999999579521,40.19523923884707,300.2130975037964
29.760000004004308,1.5624999997897604,10.039387338396912,134.819891388925
30.080000004047363,1.5624999997897604,3.140257793480312,54.81640500182045
30.400000004090423,1.5624999997897604,5.1697320227703925,90.20199657606456
30.720000004133478,1.5624999997897604,11.831471156361559,167.6423460946388
31.040000004176537,1.5624999997897604,17.105158052255618,219.16149871916448
31.360000004219593,1.5624999997897604,108.94682773018953,655.5315498798889
31.68000000426265,1.5624999997897604,81.7047797645222,582.8143196487414
32.000000004305704,1.5624999997897604,731.7525038233823,1649.2082322717818
32.32000000434876,1.5624999997897604,838.236265392158,1741.4480090471675
32.64000000439182,1.5624999997897604,1436.9327874333105,2058.1450711910497
32.96000000443488,1.5624999997897604,4036.5301289488434,2029.1989603526858
33.280000004477934,1.5624999997897604,3607.9084712245585,2224.634622910425
33.60000000452099,1.5624999997897604,1629.7576661611993,2283.0039097742456
33.92000000456405,3.124999999579521,3010.164699104817,2412.7324339257
34.240000004607104,1.5624999997897604,1473.9359468291473,2061.073752201012
34.56000000465016,1.5624999997897604,814.541245091957,1625.8075277762223
34.88000000469322,1.5624999997897604,1111.0342600828221,1773.0178725541307
35.200000004736275,1.5624999997897604,2067.1185252781042,1987.230516311831
35.520000004779334,1.5624999997897604,2099.160948473505,1829.5732986086539
35.84000000482239,1.5624999997897604,1029.6899978304864,1542.7872213105088
36.16000000486545,1.5624999997897604,1553.6258828207096,1486.7082878807744
36.480000004908504,1214.0624998366438,1473.5915722574573,1073.9592998277924
36.80000000495156,1214.0624998366438,1329.0330194382548,860.9803931437285
37.12000000499462,1220.3124998358028,1239.5779818571282,859.7771381511144
