Frequency (Hz),PSD of band-integrated power (dB^2/Hz),Period (s)
0.005001474434663369,8.436483508841922,199.9410399999988
0.010002948869326738,7.026841682829769,99.9705199999994
0.015004423303990107,4.27355833318663,66.64701333333294
0.020005897738653477,0.9820322732532194,49.9852599999997
0.025007372173316847,2.007445241350687,39.98820799999976
0.030008846607980214,1.0822790184787252,33.32350666666647
0.03501032104264359,2.2030713247364346,28.563005714285538
0.040011795477306954,4.268736202783456,24.99262999999985
0.04501326991197032,52.18594724948418,22.21567111111098
0.050014744346633694,371.9066706188366,19.99410399999988
0.05501621878129706,391.1234855663508,18.17645818181807
0.06001769321596043,76.02688084052626,16.661753333333234
0.0650191676506238,1.2677617112569368,15.380079999999907
0.07002064208528717,1.9964139100004463,14.281502857142769
0.07502211651995054,2.2758840095240314,13.329402666666585
0.08002359095461391,2.7778156840227806,12.496314999999925
0.08502506538927727,4.857770631029533,11.761237647058753
0.09002653982394064,2.7704405110225596,11.10783555555549
0.09502801425860402,5.536243340281076,10.523212631578883
0.10002948869326739,20.218261159304234,9.99705199999994
0.10503096312793075,40.39988621540625,9.521001904761846
0.11003243756259412,63.82406903469746,9.088229090909035
0.11503391199725749,27.22329027073747,8.693088695652122
0.12003538643192085,3.342521952940628,8.330876666666617
0.12503686086658422,1.81501464948645,7.997641599999952
0.1300383353012476,1.4230000622196635,7.690039999999954
0.13503980973591098,0.5920485043780067,7.4052237037036575
0.14004128417057435,0.2838810337462235,7.1407514285713845
0.14504275860523771,3.6799025796962703,6.894518620689613
0.15004423303990108,5.6229855660530665,6.6647013333332925
0.15504570747456445,8.245085211329823,6.449710967741896
0.16004718190922781,3.0227329216868632,6.248157499999962
0.16504865634389118,4.563719085551779,6.058819393939357
0.17005013077855455,3.1429706736296623,5.880618823529376
0.17505160521321791,1.7872856776654735,5.712601142857109
0.18005307964788128,2.21143070662484,5.553917777777745
0.18505455408254465,1.3778567314534238,5.403811891891859
0.19005602851720804,1.1881706653722863,5.261606315789441
0.1950575029518714,2.6773073437999826,5.126693333333302
