Time (s),Band-integrated AE waveform power proxy (V^2),Band-integrated AE waveform power proxy (dB re V^2)
71.90597,3.1458585832327863e-06,-55.022608042499435
72.290472,3.6218427868733754e-06,-54.41070405009039
72.674974,3.9123154574085836e-06,-54.07566134485578
73.059476,4.311492683102443e-06,-53.6537234659012
73.443978,3.454477916620449e-06,-54.61617579277825
73.82848,3.3423689201195967e-06,-54.75945615744365
74.212982,3.364835139427558e-06,-54.730362092381746
74.597484,5.7301013362816505e-06,-52.41837697509262
74.981986,3.7894698037381593e-06,-54.21421549245218
75.366488,4.306768950620918e-06,-53.65848426626521
75.75099,2.5095100465730806e-06,-56.00411061323818
76.135492,3.5486035206417205e-06,-54.49942520916231
76.519994,4.784057539608653e-06,-53.2020360556976
76.904496,6.573539032136355e-06,-51.822007539840406
77.288998,4.429107442430311e-06,-53.53683784359938
77.6735,4.0776953175160495e-06,-53.89585227519352
78.058002,3.224958327712409e-06,-54.914758928617296
78.442504,2.223491046787429e-06,-56.52964614961907
78.827006,3.6137890717997243e-06,-54.420371997625764
79.211508,6.336216145586178e-06,-51.9817001619851
79.59601,3.593004250601612e-06,-54.44542269015297
79.980512,3.924189396930983e-06,-54.06250040013539
80.365014,3.1365419162134366e-06,-55.03548904250173
80.749516,5.386195347599937e-06,-52.687178995605606
81.134018,4.582304228738148e-06,-53.389160804726586
81.51852,6.012015407878909e-06,-52.20979915053157
81.903022,3.0291544526604435e-06,-55.186785819896905
82.287524,3.6956908403877614e-06,-54.32304366437166
82.672026,3.090235310611703e-06,-55.10008449310041
83.056528,2.7390618112685385e-06,-55.62398167092533
83.44103,3.275618663700176e-06,-54.84706663044218
83.825532,5.454470381564103e-06,-52.63247412175665
84.210034,4.105002113159509e-06,-53.86686614979795
84.594536,3.568004336140683e-06,-54.47574626504203
84.979038,7.776665670773635e-06,-51.092065715423956
85.36354,4.183353909919056e-06,-53.78475392741094
85.748042,4.356297606215292e-06,-53.608824585025616
86.132544,2.3237014836695138e-06,-56.338196647163656
86.517046,3.21849024373727e-06,-54.923478030170656
86.901548,5.21010034733679e-06,-52.83153912041175
87.28605,5.2597831636022125e-06,-52.79032159418907
87.670552,5.026320725157531e-06,-52.98749802905785
88.055054,5.032786044571049e-06,-52.981915320779756
88.439556,3.5442546224467146e-06,-54.50475085557177
88.824058,5.089136561000402e-06,-52.93355895188174
89.20856,4.423948158712933e-06,-53.54189970879855
89.593062,3.002473470863095e-06,-55.225208212301915
89.977564,4.303837294981824e-06,-53.66144155377733
90.362066,4.274378376774811e-06,-53.69127035828504
90.746568,5.032974539645439e-06,-52.981752665667905
91.13107,2.533078763447534e-06,-55.963513060646335
91.515572,5.7580572086288955e-06,-52.39724024545047
91.900074,5.373097439639914e-06,-52.69775283549262
92.284576,5.609587774986073e-06,-52.510690520462745
92.669078,6.586156402188436e-06,-51.813679602623004
93.05358,3.49973727025488e-06,-54.55964557467246
93.438082,4.151079899907424e-06,-53.81838907249054
93.822584,3.975257881675129e-06,-54.00634692679031
94.207086,3.746243018569949e-06,-54.26404053388807
94.591588,3.0687916832482363e-06,-55.1303259149206
94.97609,3.131252823761133e-06,-55.04281865142108
95.360592,3.8669318581187315e-06,-54.12633480863
95.745094,5.302549616692184e-06,-52.75515259038688
96.129596,4.782791878838303e-06,-53.20318516857205
96.514098,4.382915587962399e-06,-53.58236893488217
96.8986,5.825546962166876e-06,-52.3466329236219
97.283102,3.826189635171696e-06,-54.17233509095004
97.667604,4.22276995700371e-06,-53.744025769045095
98.052106,6.304476862269056e-06,-52.003509448174306
98.436608,6.959787364691352e-06,-51.574040287445925
98.82111,3.6206286777319214e-06,-54.41216013012627
99.205612,2.7763890544038963e-06,-55.56519676422595
99.590114,5.653458347297666e-06,-52.476858032126614
99.974616,5.083210172533742e-06,-52.938619334047836
100.359118,6.163737969696399e-06,-52.101558321103
100.74362,4.355436970043443e-06,-53.609682667967206
101.128122,4.328886352624529e-06,-53.636238156827844
101.512624,5.041377822621121e-06,-52.97450753438526
101.897126,4.159792016350055e-06,-53.80928382933245
102.281628,3.48279097716971e-06,-54.58072589333259
102.66613,3.147042389275903e-06,-55.020974072918534
103.050632,6.401581626364935e-06,-51.937127124627935
103.435134,4.669546069400134e-06,-53.30725335523059
103.819636,5.687360314062082e-06,-52.450892568099114
104.204138,2.6973194694470456e-06,-55.690676128347306
104.58864,3.762340492367773e-06,-54.24541903292565
104.973142,4.7263664106822724e-06,-53.25472612799081
105.357644,5.123021997477153e-06,-52.90473779325214
105.742146,4.8340876713997605e-06,-53.15685477457564
106.126648,4.846826922354477e-06,-53.14542488428356
106.51115,4.145575554273272e-06,-53.82415165308541
106.895652,6.239072577485404e-06,-52.04879962307112
107.280154,2.8499580551840702e-06,-55.451615317585606
107.664656,5.996280176501144e-06,-52.221180829175495
108.049158,5.142576147498989e-06,-52.88819268871201
108.43366,2.6385725400958434e-06,-55.78630961623191
108.818162,5.072951094699393e-06,-52.94739324436897
109.202664,4.170471986215945e-06,-53.79814791690634
109.587166,3.0225911344809304e-06,-55.19620595808632
109.971668,3.336407292133513e-06,-54.76720938271391
110.35617,5.704230005744308e-06,-52.43802971197627
110.740672,4.056336038163285e-06,-53.9186607402116
111.125174,4.161096705275811e-06,-53.807921909411014
111.509676,4.476857113376707e-06,-53.490267666534805
111.894178,3.5310277642328037e-06,-54.52098867595301
112.27868,3.2093491875988804e-06,-54.93583027685729
112.663182,3.979771482868985e-06,-54.001418642525024
113.047684,2.9482938760546523e-06,-55.30429229636635
113.432186,4.050670351304976e-06,-53.92473098814564
113.816688,4.243901925163878e-06,-53.722346610224164
114.20119,5.52786827989191e-06,-52.57442314041537
114.585692,3.1127892083321274e-06,-55.06850287848728
114.970194,4.784697702255923e-06,-53.201454957950574
115.354696,4.2033300312921e-06,-53.76406509318393
115.739198,3.68402567252622e-06,-54.33677352037179
116.1237,2.5358673234037292e-06,-55.95873472486271
116.508202,2.5748798667285556e-06,-55.89243028538889
116.892704,2.3674936783231853e-06,-56.25711171975385
117.277206,2.7345014548701754e-06,-55.63121841226288
117.661708,2.9975654160654123e-06,-55.232313304889175
118.04621,6.228907379624724e-06,-52.05588126794338
118.430712,2.202332066417751e-06,-56.571171977439185
118.815214,3.510632583708819e-06,-54.54614620610842
119.199716,2.454105517504012e-06,-56.10106768143425
119.584218,2.6660795730905327e-06,-55.741268925671704
119.96872,2.473468805800745e-06,-56.06693562378446
120.353222,4.671314390209105e-06,-53.30560902710458
120.737724,1.8790830636388985e-06,-57.26054021771378
121.122226,2.55653019505601e-06,-55.92349073475773
121.506728,2.889880272358935e-06,-55.39120149676307
121.89123,2.9227595564737523e-06,-55.34206910811493
122.275732,3.3244307195498193e-06,-54.782827132256685
122.660234,3.2546032124036916e-06,-54.875019512332905
123.044736,2.630065767353568e-06,-55.80033391418369
123.429238,4.056789483751033e-06,-53.918175282624944
123.81374,2.9396513925810856e-06,-55.317041686541835
124.198242,3.564804402378582e-06,-54.479642945072335
124.582744,2.950869777148849e-06,-55.300499556350964
124.967246,2.53425950036925e-06,-55.96148916757954
125.351748,2.9656329680648063e-06,-55.278825990283174
125.73625,3.060549451862443e-06,-55.142005988481884
126.120752,2.1248743793583653e-06,-56.72666739949719
126.505254,2.846700878970802e-06,-55.45658164548591
126.889756,3.2022475361295635e-06,-54.94545099830841
127.274258,3.1501265262735463e-06,-55.01672002223459
127.65876,2.6736859303373147e-06,-55.728896093149814
128.043262,2.955658061640792e-06,-55.293458106467234
128.427764,3.0941263121240563e-06,-55.09461960986119
128.812266,2.648448821205725e-06,-55.7700841498162
129.196768,3.0160584038279025e-06,-55.20560252916788
129.58127,5.21542156805136e-06,-52.82710581335478
129.965772,2.409611778297752e-06,-56.18052922621982
130.350274,2.445187188701969e-06,-56.11687888316012
130.734776,3.89102155039763e-06,-54.09936363852424
131.119278,1.91799575073587e-06,-57.171523593311576
131.50378,2.8258937405227617e-06,-55.48844172555483
131.888282,2.6831494158366233e-06,-55.71355142211941
132.272784,2.017221002949201e-06,-56.952465186918374
132.657286,2.0212835355652244e-06,-56.94372761549313
133.041788,3.289474234704058e-06,-54.82873510929564
133.42629,2.753648321061355e-06,-55.60091525943673
133.810792,2.1835807228008746e-06,-56.60830748409931
134.195294,2.8992699158225606e-06,-55.37711350876273
134.579796,2.435722321472799e-06,-56.13372223890505
134.964298,2.041296865898743e-06,-56.90093831224013
135.3488,4.790570608883002e-06,-53.196127543244636
135.733302,2.226051266909584e-06,-56.524648378990875
136.117804,2.8784589212516188e-06,-55.4083996402057
136.502306,2.3388845470054864e-06,-56.30991215487104
136.886808,3.283572626174047e-06,-54.83653373529634
137.27131,2.7448605456868583e-06,-55.61479715249281
137.655812,2.1829781788828272e-06,-56.60950605490193
138.040314,2.7424654429049274e-06,-55.61858836150792
138.424816,2.592096342080435e-06,-55.86348860804401
138.809318,1.7889336783666657e-06,-57.47405759853697
139.19382,1.7949685437089756e-06,-57.45943157900881
139.578322,2.235898561800144e-06,-56.50547903401785
139.962824,3.0524769011863193e-06,-55.15347613779567
140.347326,5.83513424502536e-06,-52.339491479814086
140.731828,2.8298686579859844e-06,-55.48233720813386
141.11633,2.980935599474197e-06,-55.25647406421279
141.500832,4.083599647294113e-06,-53.88956842367151
141.885334,3.726494652864249e-06,-54.286994976011044
142.269836,4.111435057413348e-06,-53.86006565292884
142.654338,2.8868042872452296e-06,-55.395826583952
143.03884,3.490604216841817e-06,-54.57099390998471
143.423342,3.1284773162859025e-06,-55.04666989622876
143.807844,4.627583889533599e-06,-53.346456995483045
144.192346,3.2279461680782767e-06,-54.91073716546466
144.576848,3.292402347776094e-06,-54.824870972928046
144.96135,3.071796813051593e-06,-55.126075145158126
145.345852,3.253949990317733e-06,-54.87589125983041
145.730354,3.789183213462823e-06,-54.21454395339352
146.114856,7.17067276090215e-06,-51.444400964046054
146.499358,3.498672578656158e-06,-54.56096698825013
146.88386,2.2936713298881062e-06,-56.394688139161644
147.268362,2.4683758971523013e-06,-56.07588702974253
147.652864,2.898686360696559e-06,-55.37798772981539
148.037366,2.680435907302622e-06,-55.7179457285859
148.421868,2.4613281691614344e-06,-56.08830477904561
148.80637,2.7605083591154095e-06,-55.59010933431577
149.190872,2.311868029313045e-06,-56.36036960812472
149.575374,3.2285935933584515e-06,-54.909866193588215
149.959876,3.0632178796577794e-06,-55.138221117249905
150.344378,3.453624906919002e-06,-54.61724832287138
150.72888,2.618489837401518e-06,-55.819491072958186
151.113382,3.2463133698310908e-06,-54.88609559611591
151.497884,2.7066307232965846e-06,-55.67570992760852
151.882386,2.3212325732932142e-06,-56.342813437157076
152.266888,2.6250385556510677e-06,-55.80864313445248
152.65139,1.9130321541419116e-06,-57.18277730312983
153.035892,7.41631100805981e-06,-51.298120660463994
153.420394,2.7695278852809326e-06,-55.57594257755908
153.804896,2.5456738538943892e-06,-55.94197237967162
154.189398,2.5358594947546563e-06,-55.95874813228474
154.5739,3.313973086790806e-06,-54.79651022864692
154.958402,3.6132741217910447e-06,-54.420990893411265
155.342904,3.146585729060031e-06,-55.021604313563444
155.727406,4.753953975021727e-06,-53.22945027170491
156.111908,3.4469740436720158e-06,-54.62561986894477
156.49641,1.8867369355432625e-06,-57.24288648540017
156.880912,3.385077603260707e-06,-54.70431370617956
157.265414,3.077718098521078e-06,-55.11771161588176
157.649916,5.751158328143886e-06,-52.40244676204618
158.034418,2.141499802033232e-06,-56.69281961414916
158.41892,2.7410608090670265e-06,-55.62081329747141
158.803422,4.006770314713336e-06,-53.97205552479104
159.187924,2.6099335772844264e-06,-55.83370545300003
159.572426,2.829777763936014e-06,-55.482476703718575
159.956928,2.8750799730073157e-06,-55.41350070503838
160.34143,3.961902218668583e-06,-54.02096247226724
160.725932,3.646905892840261e-06,-54.38075443362253
161.110434,3.2083413274922654e-06,-54.93719434415035
161.494936,2.8090741011243575e-06,-55.514368043068075
161.879438,3.4837739163567722e-06,-54.579500368057666
162.26394,3.2131096061278034e-06,-54.93074459470397
162.648442,2.784823033668515e-06,-55.552023975973086
163.032944,1.8948299117062097e-06,-57.22429768135332
163.417446,3.854188339884179e-06,-54.14067066802029
163.801948,3.7669786058830093e-06,-54.24006846314741
164.18645,2.3291281874468913e-06,-56.32806608687805
164.570952,1.9922638584815212e-06,-57.00653143475671
164.955454,2.2346696387703207e-06,-56.507866714867504
165.339956,5.772282340671623e-06,-52.38652434335853
165.724458,2.529226399517518e-06,-55.97012293763395
166.10896,2.0166607436898326e-06,-56.953671555977394
166.493462,2.1729149028922425e-06,-56.62957281469622
166.877964,2.6405015726420884e-06,-55.78313569516301
167.262466,4.081397330109864e-06,-53.891911239538715
167.646968,3.384763847541545e-06,-54.7047162632515
168.03147,4.040740546292223e-06,-53.935390344697645
168.415972,4.23053514386525e-06,-53.73604692831183
168.800474,1.8756346061133144e-06,-57.26851762974452
169.184976,3.2111033785743767e-06,-54.93345712489653
169.569478,2.7109723528613224e-06,-55.66874911435004
169.95398,2.5982606812526964e-06,-55.8531727868634
170.338482,2.1054227961153022e-06,-56.76660679124191
170.722984,2.3902610149623082e-06,-56.215546717847815
171.107486,1.9736672561069435e-06,-57.04726063934594
171.491988,2.9164563660209876e-06,-55.35144516795449
171.87649,5.694809637051592e-06,-52.445207886981066
172.260992,2.9488641353037404e-06,-55.303452364841945
172.645494,2.3344413363317426e-06,-56.31817035259638
173.029996,1.3843681801834538e-06,-58.58748391557596
173.414498,1.3860874993323628e-06,-58.58209353217888
173.799,2.008315354338373e-06,-56.9716809137977
174.183502,2.930272068464974e-06,-55.330920546126016
174.568004,2.271870335779292e-06,-56.43616459080079
174.952506,1.9361979803350816e-06,-57.130502372285584
175.337008,2.1535658020889057e-06,-56.66841853853778
175.72151,3.174330081247822e-06,-54.98347915321867
176.106012,2.004791829394748e-06,-56.979307163299765
176.490514,2.827788945385557e-06,-55.485530076314696
176.875016,2.365007326922905e-06,-56.2616750945587
177.259518,1.4328309656644603e-06,-58.43805041290875
177.64402,2.6965887354007284e-06,-55.691852840126394
178.028522,4.237162766996837e-06,-53.72924852626148
178.413024,2.036259901556348e-06,-56.911667908696444
178.797526,1.5967459046109623e-06,-57.96764189062034
179.182028,2.889832497223757e-06,-55.39127329437103
179.56653,3.7743314389274718e-06,-54.231599653854374
179.951032,3.2639737579110885e-06,-54.86253341597166
180.335534,2.826001422969276e-06,-55.48827623808214
180.720036,2.7385606126174885e-06,-55.62477642380259
181.104538,2.3282439425971666e-06,-56.32971518277496
181.48904,2.077049482646499e-06,-56.825531569149064
181.873542,1.48615847797084e-06,-58.27934876686857
182.258044,2.375866947309213e-06,-56.24177884257925
182.642546,2.349967828724127e-06,-56.28938083218998
183.027048,2.084743596490545e-06,-56.80947351470461
183.41155,5.18114434524917e-06,-52.85574308220126
183.796052,2.2080955072958123e-06,-56.5598214589098
184.180554,1.9695026888248042e-06,-57.05643421942436
184.565056,2.7068705771060144e-06,-55.675325085414215
184.949558,3.0150740557735704e-06,-55.207020163202365
185.33406,2.873067071862442e-06,-55.4165423526815
185.718562,2.59701065775353e-06,-55.85526268085734
186.103064,2.010811248923265e-06,-56.966286938976936
186.487566,2.58115079339914e-06,-55.881866227989605
186.872068,2.3008857551237765e-06,-56.381049446303955
187.25657,1.7475088355640682e-06,-57.57580619744216
187.641072,2.026368875720331e-06,-56.932814937695824
188.025574,2.0602918770109132e-06,-56.86071249729942
188.410076,2.405515372314047e-06,-56.187918634174835
188.794578,1.5440671628036937e-06,-58.11333812937686
189.17908,3.193398920090235e-06,-54.95746825910189
189.563582,1.8795699715101173e-06,-57.25941501993218
189.948084,2.041069486781709e-06,-56.90142209780664
190.332586,2.2446976424477514e-06,-56.48842149564841
190.717088,3.014498783030769e-06,-55.207848871255905
191.10159,1.4076518424364071e-06,-58.51504746902593
191.486092,2.1015615922739007e-06,-56.77457877229946
191.870594,2.554882236049174e-06,-55.92629113303322
192.255096,2.475596448998263e-06,-56.06320148931868
192.639598,2.5627946568821394e-06,-55.912861901308645
193.0241,1.6100323816841552e-06,-57.93165389157393
193.408602,2.656362799106454e-06,-55.75712610444907
193.793104,2.158663778817158e-06,-56.658149956349035
194.177606,3.57946589560865e-06,-54.46181771092085
194.562108,1.8223766375515787e-06,-57.393618607844374
194.94661,2.921488907427486e-06,-55.343957583190324
195.331112,2.4016721020523496e-06,-56.19486286687487
195.715614,2.0222127256873725e-06,-56.94173160944431
196.100116,3.445143702249287e-06,-54.62792658286894
196.484618,2.7376171354414218e-06,-55.626272894349285
196.86912,2.0443452153929376e-06,-56.89445765836218
197.253622,2.249123983083951e-06,-56.4798660339715
197.638124,5.150846263896765e-06,-52.88121412211768
198.022626,2.4367026188705503e-06,-56.13197469938859
198.407128,2.4999224104805813e-06,-56.02073470217182
198.79163,2.8129220684944845e-06,-55.50842299719493
199.176132,3.90569315398885e-06,-54.08301879523347
199.560634,3.0948805678407947e-06,-55.09356105845319
199.945136,1.7288661189979086e-06,-57.622386365882335
200.329638,3.279242987807004e-06,-54.842264014599735
200.71414,2.3259906496802747e-06,-56.333920354375024
201.098642,2.1345721302512217e-06,-56.70689165179169
201.483144,1.8598074714194783e-06,-57.305320119261026
201.867646,1.972425590902189e-06,-57.04999371424053
202.252148,2.7658146597476342e-06,-55.58176925797841
202.63665,2.7777802813501734e-06,-55.563021093439
203.021152,2.9731990237309358e-06,-55.26776018472457
203.405654,2.2154495972199086e-06,-56.54538125974624
203.790156,2.3198301966626356e-06,-56.345438027605155
204.174658,2.732242682360422e-06,-55.634807285157095
204.55916,3.4735974261433784e-06,-54.59220515691861
204.943662,2.643212046713984e-06,-55.778679950129025
205.328164,3.26018110525023e-06,-54.86758273911765
205.712666,2.373357674151456e-06,-56.24636806997643
206.097168,4.347410006115226e-06,-53.61769399377485
206.48167,2.543709768611769e-06,-55.94532442190637
206.866172,2.197311549814157e-06,-56.581083614807255
207.250674,3.6326253233028704e-06,-54.3977939388334
207.635176,2.5557648736355997e-06,-55.92479103087829
208.019678,1.4262537090422751e-06,-58.45803213168296
208.40418,1.9997972011280195e-06,-56.99014043784363
208.788682,2.1776654241153285e-06,-56.62008844333314
209.173184,3.630940109399546e-06,-54.399809145053965
209.557686,3.2474838239558603e-06,-54.8845300351412
209.942188,1.8418580361665622e-06,-57.34743846715429
