Time (s),Band-integrated hydrophone power proxy (V^2),Band-integrated hydrophone power proxy (dB re V^2)
0.32000000004305706,1.4059476921551109e-05,-48.52030836806223
0.6400000000861141,1.439692192290055e-05,-48.41730350598691
0.9600000001291712,4.024225966568405e-05,-43.95317640954501
1.2800000001722283,2.2668365809000618e-05,-46.445797875803684
1.6000000002152854,5.199715889067476e-06,-52.840203854384924
1.9200000002583424,6.111270889509405e-06,-52.138684652227845
2.2400000003013996,1.2907088671031937e-06,-58.89171706354147
2.5600000003444565,1.1284338121234559e-05,-49.475239092247215
2.8800000003875135,3.901649479843825e-06,-54.087517497563304
3.200000000430571,6.500438631962661e-05,-41.87057337355026
3.520000000473628,2.2894195810382677e-05,-46.402746070498964
3.8400000005166848,1.0294712194515236e-05,-49.87385790287433
4.160000000559742,5.604271325270009e-06,-52.51480846938175
4.480000000602799,9.814738119735734e-05,-40.081212839061564
4.800000000645856,1.7294632583028166e-05,-47.620886599496124
5.120000000688913,6.0755900371491655e-05,-42.164115387280674
5.44000000073197,3.444233689372361e-05,-44.629073895755845
5.760000000775027,5.109679973600496e-05,-42.916062994840175
6.080000000818084,1.787593426346546e-05,-47.47731251072917
6.400000000861142,1.2025629977078566e-05,-49.19892163319827
6.720000000904198,1.9658322539786084e-06,-57.06453543614558
7.040000000947256,2.610866844846767e-06,-55.83215276787894
7.360000000990313,6.647970135823537e-07,-61.773109401680145
7.6800000010333695,3.2123836743128633e-06,-54.931725898921556
8.000000001076426,3.869737637212599e-06,-54.12318478540085
8.320000001119483,2.5100606157481608e-06,-56.00315790563951
8.64000000116254,5.153594517475746e-06,-52.87889754537598
8.960000001205598,1.1462343310468097e-05,-49.40726588060347
9.280000001248656,3.6753253663882127e-06,-54.347042079887245
9.600000001291711,1.945983159675307e-05,-47.10860922388187
9.920000001334769,4.034904425542609e-06,-53.94166747918626
10.240000001377826,4.991999529809786e-06,-53.017254642312864
10.560000001420883,7.465871760060872e-06,-51.26919474144009
10.88000000146394,1.8746625865591544e-05,-47.27076887926657
11.200000001506998,4.866565057481277e-06,-53.1277746649054
11.520000001550054,1.8864732249794993e-05,-47.24349354431275
11.840000001593111,7.278646113995386e-05,-41.37949395398845
12.160000001636169,0.0043986242151274795,-23.566831392433365
12.480000001679226,0.0018363916177687907,-27.360346982437804
12.800000001722283,0.0009234319876354415,-30.345950855863194
13.120000001765339,2.375770966242017e-06,-56.241954293859905
13.440000001808396,7.505499658267706e-05,-41.24620390481965
13.760000001851454,4.124771708745828e-05,-43.84600083083893
14.080000001894511,1.3164621654514539e-05,-48.80591617812581
14.400000001937569,2.7248875082643952e-05,-45.646514220289724
14.720000001980626,1.1212060025185721e-06,-59.50314585854923
15.040000002023682,4.451550333365505e-05,-43.51488711723015
15.360000002066739,1.381307439616256e-05,-48.597096491049605
15.680000002109796,2.6869172350848413e-05,-45.70745710901978
16.000000002152852,1.1050844295718715e-05,-49.56604540172148
16.32000000219591,1.243468334919528e-06,-59.0536526961786
16.640000002238967,1.469992842264131e-05,-48.326847799271704
16.960000002282026,2.077293756182487e-05,-46.82502084269832
17.28000000232508,0.0003693115914483818,-34.32607061092409
17.600000002368137,9.020758694750503e-05,-40.44756934399636
17.920000002411197,6.0670082025790186e-05,-42.17025417890565
18.240000002454252,5.048280982881888e-05,-42.96856480642086
18.56000000249731,7.1126188550671026e-06,-51.47970463279684
18.880000002540367,0.00010086759651965852,-39.96248327448602
19.200000002583423,1.2043499776070692e-05,-49.192472911037946
19.52000000262648,1.7990768901914787e-06,-57.449502750800875
19.840000002669537,5.285475171286338e-06,-52.76915962946692
20.160000002712597,6.34023114882094e-06,-51.97894908549263
20.480000002755652,7.432254588096707e-06,-51.28879422223263
20.80000000279871,2.0549156850208578e-05,-46.87205992902947
21.120000002841767,4.729491503761005e-06,-53.25185550378891
21.440000002884823,1.4615899505747346e-06,-58.35174451715277
21.76000000292788,1.1646835481703403e-06,-59.33792059146513
22.080000002970937,1.651120333202662e-05,-47.82221274319574
22.400000003013997,5.9029543009212134e-06,-52.28930578956438
22.720000003057052,5.953163910600678e-06,-52.25252159697633
23.040000003100108,2.6366738460477038e-05,-45.78943588682925
23.360000003143167,0.00010648404973927649,-39.72715440384846
23.680000003186223,6.747986517014232e-05,-41.7082579383516
24.00000000322928,0.0004272409429884956,-33.693271350479755
24.320000003272337,4.689374121234648e-05,-43.288851175903744
24.640000003315393,4.499140402703473e-06,-53.46870453785328
24.960000003358452,3.8716620763091815e-05,-44.121025554955324
25.280000003401508,0.0005370372317194275,-32.69995604487064
25.600000003444567,3.8154976740000344e-05,-44.18448806863627
25.920000003487623,0.00010716652389530273,-39.699408560428445
26.240000003530678,8.914141453899725e-06,-50.49920478600676
26.560000003573737,4.2338987370005415e-06,-53.732595333000255
26.880000003616793,1.352556336631354e-05,-48.688446366254034
27.200000003659852,1.3167310312619424e-06,-58.8050292934231
27.520000003702908,5.439471231413173e-06,-52.64443315824019
27.840000003745963,5.531306638523795e-06,-52.571722649212795
28.160000003789023,3.624974177023906e-06,-54.40695082835323
28.480000003832078,1.218483305006666e-06,-59.14180416904494
28.800000003875137,5.166940137656853e-06,-52.86766570007639
29.120000003918193,1.732488175935328e-06,-57.613297207239846
29.440000003961252,1.1532778428353595e-06,-59.38066051704485
29.760000004004308,5.671818660042272e-06,-52.46277662909961
30.080000004047363,4.0124071225578296e-05,-43.96595007329119
30.400000004090423,1.7340499751759042e-05,-47.609383903486375
30.720000004133478,6.19485776086395e-06,-52.07968660939423
31.040000004176537,4.912611876890048e-06,-53.0868754614064
31.360000004219593,2.48378539451867e-06,-56.04885931040811
31.68000000426265,1.4744378312792458e-05,-48.31373534473032
32.000000004305704,5.743645314091203e-06,-52.4081238681747
32.32000000434876,1.0371932614882152e-05,-49.841403134491486
32.64000000439182,5.142238991908229e-06,-52.888477428516616
32.96000000443488,9.849583754193298e-06,-50.06582122505097
33.280000004477934,1.6858361368495905e-05,-47.731846410520276
33.60000000452099,2.5601365945860526e-05,-45.91736862542682
33.92000000456405,1.1284802267865289e-05,-49.47506046220897
34.240000004607104,9.206961889370724e-06,-50.35883654531827
34.56000000465016,1.7233181267522767e-05,-47.636345438288416
34.88000000469322,1.932112795158511e-05,-47.13967523425179
35.200000004736275,2.0924015704471433e-05,-46.79354962685764
35.520000004779334,3.40693451748713e-05,-44.67636213648824
35.84000000482239,0.00010095256832774812,-39.958826277220254
36.16000000486545,0.00010061338183371288,-39.973442531763176
36.480000004908504,0.00013155989202805023,-38.80876491617182
36.80000000495156,0.00013907438919990073,-38.56752838758662
37.12000000499462,0.0001155629675659338,-39.37181314344612
37.440000005037675,0.00012220167629889862,-39.12922836627274
37.760000005080734,0.00010753252139895518,-39.684601708355174
38.08000000512379,9.831551990371781e-05,-40.07377919843165
38.400000005166845,0.00011934966083644776,-39.231788108178336
38.720000005209904,0.00012875087964615386,-38.90249795108786
39.04000000525296,0.00012093778491092514,-39.174379901684105
39.36000000529602,0.00013712155653221672,-38.62894265509005
39.680000005339075,0.0036470940586699582,-24.38053036073501
40.000000005382134,0.0010032958429102685,-29.98570987220233
40.32000000542519,0.00036063723749467136,-34.42929432345987
40.640000005468245,0.00020684967048621245,-36.84345166603778
40.960000005511304,0.00018017080106006713,-37.44315590526697
