Frequency (Hz),PSD of band-integrated power (dB^2/Hz),Period (s)
0.004999999999294005,506.7184648254325,200.0000000282398
0.00999999999858801,27.616582284752262,100.0000000141199
0.014999999997882015,3.7966651660190918,66.66666667607993
0.01999999999717602,1.5802661721391018,50.00000000705995
0.024999999996470026,0.09164618840250523,40.000000005647955
0.02999999999576403,0.668143743291345,33.333333338039964
0.03499999999505803,0.09865021202903321,28.57142857546283
0.03999999999435204,0.14398818709251635,25.000000003529976
0.044999999993646046,0.20677459129429215,22.222222225359978
0.04999999999294005,0.13828928531279994,20.000000002823977
0.05499999999223405,0.05989747414030598,18.18181818438544
0.05999999999152806,0.1478350155506244,16.666666669019982
0.06499999999082207,0.09398705622284,15.384615386787676
0.06999999999011607,0.11348829000066134,14.285714287731414
0.07499999998941008,0.30161329133470094,13.333333335215986
0.07999999998870408,0.40542980317042654,12.500000001764988
0.08499999998799808,0.26769233584885965,11.764705884014107
0.08999999998729209,0.2175465087173441,11.111111112679989
0.09499999998658609,0.06526638990358372,10.52631579095999
0.0999999999858801,0.03636976199656964,10.000000001411989
0.1049999999851741,0.12381648939173745,9.523809525154276
0.1099999999844681,0.18030275443298982,9.09090909219272
0.11499999998376212,0.17989086874325044,8.69565217514086
0.11999999998305612,0.14677854033752888,8.333333334509991
0.12499999998235012,0.0756803977793576,8.000000001129592
0.12999999998164413,0.026107045839003064,7.692307693393838
0.13499999998093815,0.03864925516371189,7.4074074084533255
0.13999999998023213,0.2843206172912825,7.142857143865707
0.14499999997952615,0.3674601892662689,6.896551725111717
0.14999999997882016,0.23099559479971385,6.666666667607993
0.15499999997811414,0.22346958637617934,6.451612904136768
0.15999999997740816,0.2992972324851155,6.250000000882494
0.16499999997670217,0.23725814859381653,6.060606061461812
0.16999999997599616,0.09222146731710047,5.882352942007054
0.17499999997529017,0.0772347225180498,5.714285715092566
0.17999999997458418,0.17354746761661452,5.5555555563399945
0.18499999997387817,0.2887032950987055,5.405405406168644
0.18999999997317218,0.24019014295858393,5.263157895479995
0.1949999999724662,0.451988234608347,5.128205128929226
0.1999999999717602,0.13050091689554383,5.000000000705994
