Time (s),Band-integrated hydrophone power proxy (V^2),Band-integrated hydrophone power proxy (dB re V^2)
0.3200000000451467,1.985760191033226e-06,-57.02073199949092
0.6400000000902935,3.883475610907191e-06,-54.10779417967071
0.9600000001354402,3.353845168483134e-06,-54.74456990634379
1.280000000180587,3.198834152131429e-06,-54.95008275915045
1.6000000002257335,2.7756837898245166e-06,-55.56630010895988
1.9200000002708804,1.3810156698651626e-06,-58.5980139361734
2.240000000316027,9.091035088888472e-06,-50.41386665974948
2.560000000361174,2.9183447168931807e-06,-55.34863410248484
2.8800000004063206,2.841146706109707e-06,-55.465063403675565
3.200000000451467,1.8761295244826714e-06,-57.267371820410204
3.520000000496614,1.744940930172265e-06,-57.58219270214511
3.8400000005417607,1.4916536941153487e-06,-58.26331992005353
4.1600000005869076,2.0618793159737696e-06,-56.85736758034313
4.480000000632054,1.5421197446755101e-06,-58.118819022690424
4.800000000677201,1.0429053145102427e-05,-49.817551194280895
5.120000000722348,3.0176519823958554e-06,-55.20330847675126
5.440000000767494,8.306234717544435e-07,-60.80595800761166
5.760000000812641,9.599182235495936e-07,-60.177657633915786
6.080000000857788,4.014356178843577e-06,-53.96384096810229
6.400000000902934,6.678754107876089e-07,-61.753045456890874
6.720000000948081,7.324049032742056e-07,-61.35248756863784
7.040000000993228,4.9428243242686976e-06,-53.060248247721816
7.360000001038375,2.289507762840509e-06,-56.402578796081855
7.680000001083521,9.531699838653405e-07,-60.20829642413395
8.000000001128669,2.58397371010927e-06,-55.87711909257664
8.320000001173815,3.745130712276915e-06,-54.26533019985898
8.640000001218962,7.903537005689845e-07,-61.021785089269464
8.960000001264108,5.136761027023759e-07,-62.89310638102606
9.280000001309254,7.260568296046861e-07,-61.39029385060517
9.600000001354402,1.2349732370728533e-06,-59.08342453835505
9.920000001399549,1.172631800755138e-06,-59.308383323026746
10.240000001444695,1.6374765684177858e-06,-57.85824905858113
10.560000001489842,1.4815725359977393e-06,-58.29277081131352
10.880000001534988,3.29003085708187e-06,-54.82800028798494
11.200000001580136,2.2541599952580437e-06,-56.47015261940447
11.520000001625283,6.427449904611992e-06,-51.91961299552525
11.840000001670429,1.895436781463111e-06,-57.22290696027619
12.160000001715575,1.3350423356334147e-06,-58.745049621342716
