test_id,case,power_label,window_start_s,window_end_s,peak_time_s,peak_power_log10_V2,valley_time_s,valley_power_log10_V2,video_slowdown_factor,mp4_path,low_visual_time_s,low_visual_metric,low_visual_hydrophone_power_percentile,high_visual_time_s,high_visual_metric,high_visual_hydrophone_power_percentile
Boiling-416,Case C,P_{\mathrm{load}} = 230 W,321.6000000000049,640.206,611.2000000822391,-1.4978627204384276,602.2400000810334,-2.74554972819872,5.0,\\HULAB-2\Files\0_Ishraq\New Pool Boiling Video\Boiling-416\Boiling-416_video.mp4,601.6000000000049,0.18852133940828658,37.25017229496898,326.6000000000049,0.19497928123396108,72.12267401791867
Boiling-417,Case D,P_{\mathrm{load}} = 250 W,308.0000000000018,640.206,525.4400000664104,-1.0962858007901946,518.0800000654802,-2.2918445118263513,5.0,\\HULAB-2\Files\0_Ishraq\New Pool Boiling Video\Boiling-417\Boiling-417_video.mp4,588.0000000000018,0.18668269041245375,55.131110391712525,513.0000000000018,0.1924857248425746,89.12269342829394
