time_s,path,visual_microbubble_metric,hydrophone_power_percentile
321.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0001.png,0.18949370221481443,86.28532046864231
326.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0002.png,0.19497928123396108,72.12267401791867
331.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0003.png,0.1920329029338951,78.70434183321848
336.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0004.png,0.19273224878067602,82.56374913852515
341.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0005.png,0.1882054069240905,87.62922122674019
346.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0006.png,0.18943871071614624,81.63335630599586
351.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0007.png,0.1917852875213989,63.025499655410066
356.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0008.png,0.190142730121332,85.2170916609235
361.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0009.png,0.18972031798358596,93.00482425913164
366.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0010.png,0.19382445608278093,91.4197105444521
371.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0011.png,0.19168295316670542,51.654031702274295
376.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0012.png,0.19292370853894947,77.80840799448656
381.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0013.png,0.19125425398726334,91.45416953824949
386.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0014.png,0.1917495208141473,80.25499655410061
391.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0015.png,0.19086232577078266,50.79255685733977
396.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0016.png,0.1919871317252371,83.87319090282563
401.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0017.png,0.19134919872746675,83.63197794624398
406.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0018.png,0.1932067865296024,62.16402481047554
411.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0019.png,0.19221314039331772,49.931082012405234
416.6000000000049,C:\Users\hanhu\Documents\New project 2\BoilingLab\manuscripts\meb_multimodal_diagnostics\generated\publication_analysis\mechanism\screening\Boiling-416\screening_frames\frame_0020.png,0.19116227989442186,71.881461061337
