Frequency (Hz),PSD of band-integrated power (dB^2/Hz),Period (s)
0.004999999999368612,26.19222317017153,200.00000002525553
0.009999999998737224,10.466215369281526,100.00000001262777
0.014999999998105836,1.5915552072673158,66.66666667508517
0.019999999997474448,1.6222649011334376,50.00000000631388
0.02499999999684306,3.646338487304913,40.0000000050511
0.02999999999621167,2.240300915160697,33.333333337542584
0.03499999999558028,1.5549715181686998,28.571428575036503
0.039999999994948895,1.0315554731090961,25.00000000315694
0.04499999999431751,5.669515220747636,22.22222222502839
0.04999999999368612,20.913050801926573,20.00000000252555
0.05499999999305473,34.82955869753364,18.18181818411414
0.05999999999242334,36.880247563178045,16.666666668771292
0.06499999999179196,38.878671647110714,15.384615386558117
0.06999999999116056,112.27559489225835,14.285714287518251
0.07499999999052918,291.40023839934616,13.333333335017034
0.07999999998989779,831.8849763878583,12.50000000157847
0.0849999999892664,385.7891418478679,11.76470588383856
0.08999999998863502,167.2838344809851,11.111111112514195
0.09499999998800362,41.23735432765655,10.526315790802922
0.09999999998737225,39.0592576242252,10.000000001262775
0.10499999998674085,23.784297093115512,9.523809525012167
0.10999999998610946,13.089654073771914,9.09090909205707
0.11499999998547808,1.9961333949733469,8.695652175011109
0.11999999998484669,1.7148728520563905,8.333333334385646
0.1249999999842153,12.446989008305584,8.000000001010221
0.1299999999835839,13.02482842964917,7.692307693279059
0.13499999998295253,4.4192561948390825,7.407407408342796
0.13999999998232113,3.14032256906006,7.142857143759126
0.14499999998168975,9.735029195392933,6.896551725008811
0.14999999998105837,4.71129293138006,6.666666667508517
0.15499999998042696,7.098152971721332,6.451612904040501
0.15999999997979558,3.388443083286409,6.250000000789235
0.1649999999791642,13.581531154220439,6.060606061371379
0.1699999999785328,17.441195914166407,5.88235294191928
0.17499999997790142,6.676821769964506,5.714285715007301
0.17999999997727004,3.4526125272965014,5.555555556257097
0.18499999997663863,3.249319586070659,5.405405406087987
0.18999999997600725,6.525632503974357,5.263157895401461
0.19499999997537587,5.370078897149058,5.128205128852706
0.1999999999747445,2.819401891678994,5.000000000631387
