H_min,DeltaT_s_K,m,RSS,within_approx_95pct_profile,RSS_95pct_threshold
0.34,119.61775877550716,2.1820482478545076,0.05498121213174422,True,0.05872281768199147
0.341,119.48490194911227,2.1832284124720314,0.055007755450719356,True,0.05872281768199147
0.342,119.35199886530377,2.184413833191084,0.055034474120774106,True,0.05872281768199147
0.343,119.21904965482238,2.1856045224658756,0.0550613697966919,True,0.05872281768199147
0.34400000000000003,119.08605403496097,2.186800562054565,0.05508844415319834,True,0.05872281768199147
0.34500000000000003,118.95301232498878,2.1880019453365915,0.05511569888543405,True,0.05872281768199147
0.34600000000000003,118.81992471450111,2.189208699455929,0.05514313570911142,True,0.05872281768199147
0.34700000000000003,118.68679103477987,2.1904208917064913,0.05517075636080995,True,0.05872281768199147
0.34800000000000003,118.5536116857088,2.1916385025936593,0.055198562598433865,True,0.05872281768199147
0.34900000000000003,118.42038604018961,2.192861640959077,0.05522655620126869,True,0.05872281768199147
0.35000000000000003,118.28711535621981,2.194090228105098,0.05525473897066747,True,0.05872281768199147
0.35100000000000003,118.1537985990724,2.1953244088013273,0.055283112729897145,True,0.05872281768199147
0.352,118.02043630664348,2.1965641630928143,0.05531167932492198,True,0.05872281768199147
0.353,117.8870284694939,2.1978095385192047,0.05534044062446013,True,0.05872281768199147
0.354,117.75357497051526,2.199060582170984,0.05536939852040866,True,0.05872281768199147
0.355,117.62007627068913,2.200317298984181,0.05539855492823558,True,0.05872281768199147
0.356,117.48653219812164,2.2015797476367496,0.05542791178721808,True,0.05872281768199147
0.357,117.35294304656522,2.2028479447187252,0.055457471060917085,True,0.05872281768199147
0.358,117.21930853996341,2.204121947522894,0.055487234737440855,True,0.05872281768199147
0.359,117.08562896974665,2.205401784880581,0.055517204829892995,True,0.05872281768199147
0.36,116.95190438775485,2.2066874909044105,0.05554738337671739,True,0.05872281768199147
0.361,116.81813503377417,2.207979087523584,0.055577772442099,True,0.05872281768199147
0.362,116.68432081976029,2.2092766257112992,0.055608374116299764,True,0.05872281768199147
0.363,116.55046215181909,2.2105801194855474,0.05563919051614139,True,0.05872281768199147
0.364,116.41642420010405,2.211905702897687,0.05567022377161924,True,0.05872281768199147
0.365,116.282475304327,2.213221532553166,0.05570147608067668,True,0.05872281768199147
0.366,116.14848173788577,2.21454347055268,0.05573294962884899,True,0.05872281768199147
0.367,116.0144436686733,2.2158715510211833,0.055764646643082144,True,0.05872281768199147
0.368,115.88036173939946,2.217205767612937,0.055796569378932535,True,0.05872281768199147
0.369,115.74623536497656,2.2185462107425407,0.05582872012097713,True,0.05872281768199147
0.37,115.61206512889996,2.2198928880472595,0.055861101183300316,True,0.05872281768199147
0.371,115.47785094127777,2.2212458352661177,0.05589371490992718,True,0.05872281768199147
0.372,115.34359280306008,2.2226051272441647,0.05592656367528051,True,0.05872281768199147
0.373,115.2092910465397,2.2239707645889215,0.05595964988468492,True,0.05872281768199147
0.374,115.07494558789426,2.2253428063358958,0.055992975974812176,True,0.05872281768199147
0.375,114.94055660325313,2.226721296568759,0.056026544414188584,True,0.05872281768199147
0.376,114.80612411851062,2.228106268745185,0.056060357703693775,True,0.05872281768199147
0.377,114.67164879485473,2.229497713916166,0.05609441837707399,True,0.05872281768199147
0.378,114.53712990212622,2.230895755834254,0.05612872900141264,True,0.05872281768199147
0.379,114.40256789780331,2.2323004118573726,0.056163292177717344,True,0.05872281768199147
0.38,114.26796301072989,2.2337116986140306,0.0561981105414294,True,0.05872281768199147
0.381,114.13331560350075,2.2351296345374183,0.05623318676296483,True,0.05872281768199147
0.382,113.99862536615996,2.2365543159359538,0.05626852354824689,True,0.05872281768199147
0.383,113.86389239673844,2.2379857666254055,0.056304123639314585,True,0.05872281768199147
