xi,H_median,H_lower_95,H_upper_95,n_successful_bootstrap,seed
0.7112253044067663,0.5664893787135059,0.5478517247306525,0.5874043851190487,2000,20260803
0.7144581466995243,0.5640642221808833,0.5456202766391113,0.5847745895605295,2000,20260803
0.7176909889922825,0.5616422589819862,0.5433929895890088,0.5821464800626831,2000,20260803
0.7209238312850405,0.5592235483039382,0.5411698981844433,0.5795201466380235,2000,20260803
0.7241566735777984,0.5568081487458081,0.5389510365595442,0.5768956786760727,2000,20260803
0.7273895158705564,0.5543961183203789,0.5367364383817902,0.5742731649410778,2000,20260803
0.7306223581633146,0.5519875144559274,0.5345261368553015,0.5716526935697902,2000,20260803
0.7338552004560726,0.5495823939980172,0.5323201647241135,0.569034352069305,2000,20260803
0.7370880427488306,0.5471808132113022,0.5301185542754264,0.5664182273149619,2000,20260803
0.7403208850415887,0.5447828277813433,0.5279213373428345,0.5638044055483081,2000,20260803
0.7435537273343467,0.5423884928164366,0.5257285453095362,0.5611929723751209,2000,20260803
0.7467865696271047,0.5399978628494542,0.5235402091115199,0.5585840127634921,2000,20260803
0.7500194119198627,0.5376109918396955,0.5213563592407336,0.5559776110419737,2000,20260803
0.7532522542126208,0.5352279331747529,0.5191770257482322,0.5533738508977838,2000,20260803
0.7564850965053788,0.5328487396723876,0.5170022382473062,0.5507728153750736,2000,20260803
0.7597179387981368,0.5304734635824182,0.5148320259165903,0.548174586873255,2000,20260803
0.7629507810908948,0.528102156588621,0.5126664175031538,0.5455792471453884,2000,20260803
0.7661836233836529,0.5257348698106424,0.5105054413255719,0.5429868772966314,2000,20260803
0.7694164656764109,0.5233716538059233,0.5083491252769787,0.5403975577827484,2000,20260803
0.7726493079691689,0.5210125585716348,0.5061974968281017,0.537811368408678,2000,20260803
0.775882150261927,0.5186576335466262,0.504050583030278,0.5352283883271634,2000,20260803
0.779114992554685,0.516306927613385,0.5019084105184541,0.5326486960374404,2000,20260803
0.782347834847443,0.5139604891000075,0.4997710055141666,0.5300723693839864,2000,20260803
0.785580677140201,0.511618365782182,0.49763839382850655,0.5274994855553281,2000,20260803
0.7888135194329591,0.5092806048851832,0.49551060086506654,0.5249301210829089,2000,20260803
0.7920463617257171,0.5069472530858784,0.4933876516228714,0.5223643518400156,2000,20260803
0.7952792040184751,0.5046183565147442,0.4912695706992913,0.5198022530407636,2000,20260803
0.7985120463112332,0.5022939607578953,0.48915638229293873,0.5172438992391408,2000,20260803
0.8017448886039912,0.49997411085912496,0.48704811020655076,0.5146893643281112,2000,20260803
0.8049777308967492,0.4976588513219549,0.48494477784985274,0.5121387215387756,2000,20260803
0.8082105731895072,0.49534822611169804,0.48284640824240804,0.50959204343959,2000,20260803
0.8114434154822653,0.4930422786575313,0.4807530240164515,0.5070494019356435,2000,20260803
0.8146762577750233,0.4907410518545794,0.4786646474197075,0.5045108682679932,2000,20260803
0.8179091000677813,0.4884445880660093,0.47658130031819246,0.5019765130130552,2000,20260803
0.8211419423605393,0.48615292912513586,0.4745030041990025,0.4994464060820548,2000,20260803
0.8243747846532974,0.48386611633753684,0.4724297801730861,0.4969206167205322,2000,20260803
0.8276076269460554,0.4815841904831797,0.4703616489780019,0.4943992135079054,2000,20260803
0.8308404692388134,0.47930719181855796,0.46829863098066143,0.49188226435708926,2000,20260803
0.8340733115315715,0.4770351600788376,0.466240746180058,0.48936983651417043,2000,20260803
0.8373061538243295,0.47476813448001437,0.4641880142099808,0.4868619965581392,2000,20260803
