Frequency (Hz),PSD of band-integrated power (dB^2/Hz),Period (s)
0.0049999999993695,94.27721687542957,200.00000002522
0.009999999998739,12.316825818454678,100.00000001261
0.0149999999981085,24.77287756443576,66.66666667507333
0.019999999997478,104.18333724697376,50.000000006305
0.024999999996847502,171.08169793901834,40.000000005043994
0.029999999996217,428.8747615173306,33.333333337536665
0.0349999999955865,235.84433279745602,28.57142857503143
0.039999999994956,27.381476024313592,25.0000000031525
0.0449999999943255,90.24707153762708,22.222222225024442
0.049999999993695005,125.34640952040426,20.000000002521997
0.0549999999930645,52.845300014745604,18.18181818411091
0.059999999992434,62.65359880617989,16.666666668768332
0.0649999999918035,109.63025549685953,15.384615386555383
0.069999999991173,32.91288633909678,14.285714287515715
0.0749999999905425,86.052590525101,13.333333335014666
0.079999999989912,43.476246663538895,12.50000000157625
0.0849999999892815,32.42241041885934,11.764705883836472
0.089999999988651,4.1667413646741664,11.111111112512221
0.0949999999880205,15.282698040330487,10.526315790801053
0.09999999998739001,14.700110681755982,10.000000001260998
0.1049999999867595,29.784176579990728,9.523809525010476
0.109999999986129,21.413131742141715,9.090909092055455
0.11499999998549851,12.166894657783295,8.695652175009565
0.119999999984868,2.9631963908227803,8.333333334384166
0.1249999999842375,0.8239351015659319,8.0000000010088
0.129999999983607,4.170767957796576,7.692307693277692
0.13499999998297652,12.931688392394477,7.407407408341481
0.139999999982346,13.264180489668252,7.142857143757857
0.1449999999817155,7.26553547976834,6.896551725007586
0.149999999981085,2.824920946808634,6.666666667507333
0.1549999999804545,4.1361670617899335,6.451612904039355
0.159999999979824,7.28274283299004,6.250000000788125
0.1649999999791935,2.663068088038256,6.0606060613703026
0.169999999978563,1.0091151686728583,5.882352941918236
0.1749999999779325,2.678388470865845,5.714285715006286
0.179999999977302,4.126789871764674,5.5555555562561105
0.1849999999766715,5.3343114505946705,5.405405406087027
0.189999999976041,5.180218755385445,5.263157895400527
0.1949999999754105,1.5566325397021012,5.1282051288517945
0.19999999997478002,0.8781481409112601,5.000000000630499
