Frequency (Hz),PSD of band-integrated power (dB^2/Hz),Period (s)
0.008245382583853936,0.4845285383257588,121.280000027918
0.016490765167707873,1.2003184127274227,60.640000013959
0.02473614775156181,1.9752064497612916,40.42666667597267
0.032981530335415746,1.929156327475313,30.3200000069795
0.04122691291926968,1.5614007980240365,24.2560000055836
0.04947229550312362,0.95497615567222,20.213333337986334
0.05771767808697756,0.590181466938903,17.32571428970257
0.06596306067083149,0.5649648791070129,15.16000000348975
0.07420844325468542,0.3773897919666143,13.475555558657556
0.08245382583853936,0.2584685824550765,12.1280000027918
0.0906992084223933,0.15928720186883877,11.025454547992545
0.09894459100624724,0.03727803602198759,10.106666668993167
0.10718997359010117,0.052113843663844646,9.329230771378308
0.11543535617395512,0.16452604960798126,8.662857144851285
0.12368073875780905,0.24426682929762092,8.085333335194534
0.13192612134166298,0.3319344392933244,7.580000001744875
0.14017150392551692,0.3620508245047472,7.134117648701059
0.14841688650937085,0.19431330883664583,6.737777779328778
0.15666226909322478,0.027691672181147934,6.383157896206211
0.16490765167707871,0.049008774251916576,6.0640000013959
0.17315303426093268,0.1229676319043669,5.775238096567524
0.1813984168447866,0.21217440912672536,5.512727273996273
0.18964379942864054,0.20721403455268966,5.273043479474696
0.19788918201249447,0.1544792154392779,5.053333334496584
