Time (s),Band-integrated hydrophone power proxy (V^2),Band-integrated hydrophone power proxy (dB re V^2)
0.3200000000736648,1.134091015352346e-05,-49.4535209017051
0.6400000001473296,1.1386435333840913e-05,-49.43612215968819
0.9600000002209944,2.9827906824707376e-06,-55.253772222120226
1.2800000002946592,9.58644090020832e-06,-50.18342600785063
1.600000000368324,1.0683540846313967e-05,-49.71284785214234
1.9200000004419888,2.499890841481853e-06,-56.02078954518798
2.2400000005156535,2.653137478339057e-06,-55.76240245480504
2.5600000005893184,2.90657639104486e-06,-55.36618258369635
2.8800000006629833,3.151006583562882e-06,-55.01550689430874
3.200000000736648,2.915885874120483e-06,-55.35229478025414
3.5200000008103127,3.1158679973329597e-06,-55.06420949344857
3.8400000008839776,2.145085913716533e-06,-56.68555309024336
4.160000000957642,2.17991676608465e-06,-56.61560088377157
4.480000001031307,2.9051960812761766e-06,-55.36824550315848
4.800000001104972,2.8999137637675216e-06,-55.37614916748204
5.120000001178637,2.5840045354497256e-06,-55.877067284017755
5.440000001252302,1.135918858675149e-06,-59.44652690181529
5.760000001325967,5.918512659156333e-06,-52.277874191348815
6.080000001399631,3.832652348174954e-06,-54.165005728971536
6.400000001473296,6.854527381823855e-06,-51.64022484352506
6.7200000015469605,1.672627735813424e-06,-57.76600705942446
7.0400000016206254,4.540461063753208e-06,-53.42900044218476
7.36000000169429,1.1010100370352188e-05,-49.5820872189188
7.680000001767955,9.42001547696484e-06,-50.25948383666262
8.00000000184162,5.667125694568471e-06,-52.466371547747535
8.320000001915284,5.711141802048674e-06,-52.43277056595389
8.64000000198895,3.4143609246254127e-06,-54.66690572474892
8.960000002062614,3.805762964906565e-06,-54.19558264456471
9.28000000213628,6.173868041345983e-06,-52.09442657252325
9.600000002209944,5.322298454350759e-06,-52.739007755111714
9.920000002283608,8.141598508508266e-06,-50.89290318050775
10.240000002357274,4.919288439461633e-06,-53.08097712103408
10.560000002430938,5.027933183151446e-06,-52.9861050234277
10.880000002504604,3.0895859368636283e-06,-55.100997203760556
11.200000002578268,5.497621428259593e-06,-52.598251694177065
11.520000002651933,1.6665140329565875e-06,-57.781910249917786
11.840000002725597,2.8886177958434077e-06,-55.393099175317175
12.160000002799261,2.0200805713518497e-06,-56.9463130827829
12.480000002872927,1.5926395539765693e-06,-57.97882502561512
12.800000002946591,2.188990016770356e-06,-56.59756219095126
13.120000003020257,4.3477216373977475e-06,-53.617382693723286
13.440000003093921,5.586303500130375e-06,-52.52875473065504
13.760000003167587,3.3847497730605828e-06,-54.70473432206565
14.080000003241251,2.614859620061083e-06,-55.825516214694844
14.400000003314917,2.3342775148283726e-06,-56.31847513331772
14.72000000338858,2.137514317659918e-06,-56.700909675659325
15.040000003462245,1.2201232634187186e-05,-49.13596292342955
15.36000000353591,4.0607978021933315e-06,-53.91388634636505
15.680000003609575,5.388308585712358e-06,-52.68547540411106
16.00000000368324,2.6357311815099066e-06,-55.79098885557605
16.320000003756906,8.155612044694483e-06,-50.88543441409804
16.64000000383057,1.0269902239692762e-05,-49.884336904790665
16.960000003904234,5.1993788019827965e-06,-52.84048540785703
17.2800000039779,7.4271498901005495e-06,-51.2917781133596
17.600000004051562,6.296496478074781e-06,-52.009010352253384
17.920000004125228,5.3614879279872425e-06,-52.707146675387605
18.240000004198894,2.9933700879593525e-06,-55.238395854577256
18.56000000427256,4.5902080549346554e-06,-53.38167629263988
18.880000004346222,3.0747177463687005e-06,-55.12194745521334
19.200000004419888,7.577657486112542e-06,-51.20465028943986
19.520000004493554,4.3107795363728814e-06,-53.65444187441872
19.840000004567216,2.8751112212564534e-06,-55.41345350333078
20.16000000464088,3.762898517708991e-06,-54.244774940886664
20.480000004714547,2.0783090361327367e-06,-56.82289874147359
20.800000004788213,4.9832637233713825e-06,-53.024861285676096
21.120000004861875,2.8347267270466366e-06,-55.47488801552749
21.44000000493554,3.630117600330487e-06,-54.400793054467215
21.760000005009207,3.8469524531421355e-06,-54.14883181373354
22.08000000508287,2.4209995930811694e-06,-56.16005283553979
22.400000005156535,2.608056213576867e-06,-55.83683052133699
22.7200000052302,1.4961911094555502e-06,-58.25012930214152
23.040000005303867,1.925357336165567e-06,-57.1548865590984
23.36000000537753,1.965816347454473e-06,-57.06457057720908
23.680000005451195,3.6832046183640744e-06,-54.33774153488841
24.00000000552486,2.3809001104514564e-06,-56.23258824834408
24.320000005598523,1.5599809344860952e-06,-58.068807094007184
24.64000000567219,1.6427251619817187e-06,-57.84435090624028
24.960000005745854,2.0994034111783775e-06,-56.77904101477195
25.28000000581952,3.960717136332197e-06,-54.02226172621362
25.600000005893182,3.5094034472845287e-06,-54.547667016456614
25.92000000596685,2.7726423279489245e-06,-55.5710615098356
26.240000006040514,1.500597559681804e-06,-58.23735764148408
26.560000006114176,3.282349559242288e-06,-54.83815169911195
26.880000006187842,2.0243920680709484e-06,-56.937053730031266
27.200000006261508,2.0572318897258563e-06,-56.86716752178759
27.520000006335174,2.1752011810835516e-06,-56.625005696087094
27.840000006408836,2.4537615221367383e-06,-56.10167648069001
28.160000006482502,4.0285001829031655e-06,-53.948566123019646
28.480000006556168,1.6242044753379213e-06,-57.893592971878725
28.800000006629833,4.145589534411348e-06,-53.82413700738301
29.120000006703496,4.9924879076516135e-06,-53.01682978364428
29.44000000677716,2.2214968660922877e-06,-56.533542950901314
29.760000006850827,2.162642763975266e-06,-56.65015213546315
30.08000000692449,0.00040196194118240545,-33.958150651168644
30.400000006998155,2.0567658548091044e-05,-46.868151462013884
30.72000000707182,1.6017447153665328e-05,-47.954067002007434
31.040000007145487,4.127823765830857e-06,-53.84278852844269
31.36000000721915,1.6078535025340398e-05,-47.93753523957876
31.680000007292815,6.651360288311489e-06,-51.770895268331685
32.00000000736648,3.75751691721297e-06,-54.250990554421314
32.32000000744014,8.629236350718348e-06,-50.6402763572667
32.64000000751381,1.7445544855538094e-05,-47.58315462211374
32.960000007587475,1.3234445555165593e-06,-58.78294248346457
33.28000000766114,3.6957704365540254e-06,-54.322950128940725
33.600000007734806,6.775558315392306e-06,-51.69054912512052
33.92000000780847,3.5048197299523375e-06,-54.55334315015538
34.24000000788213,1.6978978171418603e-06,-57.70088450008892
34.5600000079558,5.404000194655717e-06,-52.672846440064276
34.88000000802946,1.5021884324016416e-06,-58.23275586626533
35.200000008103125,2.713772299625353e-06,-55.66426594835746
35.520000008176794,2.2364930414152818e-06,-56.50432448745357
35.840000008250456,1.4398669939026458e-05,-48.41677623517245
36.16000000832412,9.821756785839968e-06,-50.07810824416939
36.48000000839779,1.4244487810987907e-05,-48.463531620693445
36.80000000847145,2.300074254085215e-06,-56.38258143278527
37.12000000854512,2.7998740056018693e-05,-45.52861511480285
37.44000000861878,4.059849133071793e-05,-43.91490104819802
37.760000008692444,3.1852994734270697e-06,-54.96849730191197
38.08000000876611,4.535351589281282e-06,-53.43389039945437
38.400000008839775,6.682348461994811e-06,-51.75070881110994
38.72000000891344,1.2048232102393215e-05,-49.19076674624644
39.04000000898711,1.4646703884069339e-05,-48.34260098587692
39.36000000906077,2.300857432037887e-05,-46.381102906740196
39.68000000913443,4.21086965151432e-05,-43.75628202062097
40.0000000092081,7.65514945344585e-05,-41.16046326040412
40.32000000928176,9.624438875706522e-05,-40.16624581329913
40.64000000935543,9.434468325105348e-05,-40.252825692647114
40.960000009429095,7.088998592458236e-05,-41.494151098784215
41.28000000950276,8.665306070901316e-05,-40.62216092782039
41.600000009576426,0.00010204836351037247,-39.91193955417422
41.92000000965009,0.00013733891163151475,-38.622063985779015
42.24000000972375,0.00020760575078897263,-36.82760620470374
42.56000000979742,0.000373489527155244,-34.27721571525838
42.88000000987108,0.0004242661136400542,-33.72361654179258
43.200000009944745,0.00039765168216470174,-34.00497176034556
